"initial.pop","S.ad","S.jw","S.jhs","S.imm","S.sub","Prod.Rates","philopatry","site.fidelity","number.HS.birds","years.HS"
275,0.86,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.35,0.2,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.4,0.2,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.2,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.25,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.3,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.35,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.4,0.25,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.2,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.25,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.3,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.35,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.4,0.3,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.2,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.25,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.3,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.35,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.4,0.35,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.9,0.2,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.78,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.78,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.78,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.78,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.78,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.82,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.82,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.82,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.82,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.82,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.86,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.86,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.86,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.86,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
300,0.86,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
200,0.9,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
225,0.9,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
250,0.9,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
275,0.9,0.25,0.4,0.6,0.86,0.26,0.3,0.9,0,0
